DBPedia_Eintracht_Frankfurt8760_Timo_Hildebrand7446,JokeCampOthers_Borussia_Dortmund651_Sokratis626,false
DBPedia_Fortuna_Düsseldorf16092_Alexander_Madlung13615,JokeCampOthers_Eintracht_Frankfurt676_Alexander_Madlung650,true
DBPedia_Fortuna_Düsseldorf16092_Alexander_Madlung13615,JokeCampOthers_Eintracht_Frankfurt674_Timo_Hildebrand648,false
DBPedia_Eintracht_Frankfurt8752_Marco_Russ7438,JokeCampOthers_Eintracht_Frankfurt677_Marco_Russ651,true
DBPedia_Fortuna_Düsseldorf16092_Alexander_Madlung13615,JokeCampOthers_Eintracht_Frankfurt677_Marco_Russ651,false
DBPedia_APOEL_FC29361_Martin_Lanig24869,JokeCampOthers_Eintracht_Frankfurt678_Martin_Lanig652,true
DBPedia_APOEL_FC29361_Martin_Lanig24869,JokeCampOthers_Eintracht_Frankfurt679_Stefan_Aigner653,false
DBPedia_TSV_1860_Munich22215_Stefan_Aigner18846,JokeCampOthers_Eintracht_Frankfurt679_Stefan_Aigner653,true
DBPedia_Eintracht_Frankfurt8767_Makoto_Hasebe7453,JokeCampOthers_Eintracht_Frankfurt679_Stefan_Aigner653,false
DBPedia_Eintracht_Frankfurt8767_Makoto_Hasebe7453,JokeCampOthers_Eintracht_Frankfurt680_Makoto_Hasebe654,true
DBPedia_TSV_1860_Munich22215_Stefan_Aigner18846,JokeCampOthers_Eintracht_Frankfurt680_Makoto_Hasebe654,false
DBPedia_Eintracht_Frankfurt8723_Johannes_Flum7409,JokeCampOthers_Eintracht_Frankfurt682_Johannes_Flum656,true
DBPedia_Eintracht_Frankfurt8723_Johannes_Flum7409,JokeCampOthers_Eintracht_Frankfurt680_Makoto_Hasebe654,false
DBPedia_FC_Rubin_Kazan16363_Carlos_Zambrano_(footballer)13835,JokeCampOthers_Eintracht_Frankfurt683_Carlos_Zambrano657,true
DBPedia_Eintracht_Frankfurt8723_Johannes_Flum7409,JokeCampOthers_Eintracht_Frankfurt683_Carlos_Zambrano657,false
DBPedia_Eintracht_Frankfurt8736_Bastian_Oczipka7422,JokeCampOthers_Eintracht_Frankfurt688_Bastian_Oczipka662,true
DBPedia_Eintracht_Frankfurt8736_Bastian_Oczipka7422,JokeCampOthers_Eintracht_Frankfurt682_Johannes_Flum656,false
DBPedia_Eintracht_Frankfurt8749_Timothy_Chandler7435,JokeCampOthers_Eintracht_Frankfurt689_Timothy_Chandler663,true
DBPedia_Eintracht_Frankfurt8749_Timothy_Chandler7435,JokeCampOthers_Eintracht_Frankfurt690_Vaclav_Kadlec664,false
DBPedia_Eintracht_Frankfurt8726_Sonny_Kittel7412,JokeCampOthers_Eintracht_Frankfurt694_Sonny_Kittel668,true
DBPedia_Eintracht_Frankfurt8726_Sonny_Kittel7412,JokeCampOthers_Eintracht_Frankfurt695_Lucas_Piazon669,false
DBPedia_FC_Bayern_Munich27138_Manuel_Neuer23024,JokeCampOthers_Bayern520_Manuel_Neuer500,true
DBPedia_VfL_Bochum22534_Wolfgang_Euteneuer19130,JokeCampOthers_Bayern520_Manuel_Neuer500,false
DBPedia_FC_Bayern_Munich27116_Rafinha_(footballer,_born_1985)23002,JokeCampOthers_Bayern521_Rafinha501,true
DBPedia_L'Aquila_Calcio_192737989_Francesco_Serafini31956,JokeCampOthers_Bayern521_Rafinha501,false
DBPedia_Vicenza_Calcio36205_Francesco_Benussi30509,JokeCampOthers_Verona1142_Francesco_Benussi1098,true
DBPedia_U.S._Avellino_191236641_Francesco_Tavano30864,JokeCampOthers_Verona1142_Francesco_Benussi1098,false
DBPedia_Genoa_C.F.C.9412_Davide_Brivio7977,JokeCampOthers_Verona1145_Davide_Brivio1101,true
DBPedia_U.D._Oliveirense10527_Micael_Davide_Macedo_Babo8855,JokeCampOthers_Verona1145_Davide_Brivio1101,false
DBPedia_F.C._Bari_190828072_Vangelis_Moras23826,JokeCampOthers_Verona1147_Vangelis_Moras1103,true
DBPedia_F.C._Bari_190828072_Vangelis_Moras23826,JokeCampOthers_Verona1146_Lazaros_Christodoulopoulos1102,false
DBPedia_FC_Nantes18568_Lorik_Cana15747,JokeCampOthers_Lazio1170_Lorik_Cana1125,true
DBPedia_A.C._Cesena22691_Luigi_Piangerelli19273,JokeCampOthers_Lazio1170_Lorik_Cana1125,false
