JokeCampOthers_FC_Dallas4860_Richard_Sánchez4681,Kaggle_Chievo_Verona2035_Riccardo_Meggiorini1896,false
JokeCampOthers_Reading1462_Alex_Pearce1408,Kaggle_FC_Augsburg2881_Alexander_Esswein2683,false
JokeCampOthers_Kuban_Krasnodar4644_Marcos_Ureña4473,Kaggle_Leicester_City1347_Marc_Albrighton1254,false
JokeCampOthers_Seattle5036_Marcus_Hahnemann4850,Kaggle_LOSC_Lille2561_Marvin_Martin2386,false
JokeCampOthers_Seattle5052_Marco_Pappa4866,Kaggle_FC_Zürich68_Marco_Schoenbaechler63,false
JokeCampOthers_Kansas_City4143_Martin_Steuble3990,Kaggle_Rio_Ave_FC1626_Marvin_Zeegelaar1517,false
JokeCampOthers_Bastia3188_Christophe_Vincent3071,Kaggle_Celtic1874_Chris_Killen1748,false
JokeCampOthers_Liverpool302_Martin_Skrtel290,Kaggle_Royal_Excel_Mouscron2619_Marko_Scepovic2439,false
JokeCampOthers_Sevilla964_Alejandro_Arribas927,Kaggle_Kilmarnock725_Alexei_Jr_Eremenko674,false
JokeCampOthers_Schalke589_Marvin_Friedrich567,Kaggle_Borussia_Dortmund3494_Marco_Reus3240,false
JokeCampOthers_Ipswich1968_Matthew_Clarke1896,Kaggle_Partick_Thistle_F.C.3433_Mathias_Pogba3183,false
Kaggle_Arsenal84_Olivier_Giroud78,JokeCampOthers_Arsenal13_Olivier_Giroud12,true
Kaggle_RCD_Espanyol2198_Sergio_Garcia2049,JokeCampOthers_Espanyol1024_Sergio_García984,true
Kaggle_FC_Schalke_0419_Klaas_Jan_Huntelaar17,JokeCampOthers_Schalke566_Klaas-Jan_Huntelaar544,true
Kaggle_FC_Schalke_0423_Eric_Maxim_Choupo-Moting21,JokeCampOthers_Schalke577_Eric_Choupo-Moting555,true
Kaggle_Athletic_Club_de_Bilbao3056_Guillermo2843,JokeCampOthers_Athletic_Club795_Guillermo765,true
Kaggle_Olympique_Lyonnais2684_Mathieu_Valbuena2499,JokeCampOthers_Dinamo_Moscow3842_Mathieu_Valbuena3700,true
Kaggle_Hertha_BSC_Berlin3174_Vedad_Ibisevic2949,JokeCampOthers_Stuttgart595_Vedad_Ibisevic572,true
Kaggle_FC_Schalke_0424_Lewis_Holtby22,JokeCampOthers_Hamburg549_Lewis_Holtby528,true
Kaggle_Hamburger_SV2897_Tolgay_Arslan2698,JokeCampOthers_Hamburg552_Tolgay_Arslan531,true
Kaggle_Newcastle_United2004_Luuk_de_Jong1867,JokeCampOthers_PSV_Eindhoven1626_Luuk_de_Jong1566,true
Kaggle_Getafe_CF2018_Sammir1880,JokeCampOthers_Getafe3665_Sammir3530,true
Kaggle_FC_Bayern_Munich3185_Franck_Ribery2958,JokeCampOthers_Bayern518_Franck_Ribéry498,true
Kaggle_FC_Bayern_Munich3187_Thomas_Mueller2960,JokeCampOthers_Bayern526_Thomas_Müller506,true
Kaggle_Atlético_Madrid3165_Jackson_Martinez2941,JokeCampOthers_Porto3044_Jackson_Martínez2932,true
Kaggle_Atlético_Madrid3163_Jose_Manuel_Jurado2939,JokeCampOthers_Spartak_Moscow3809_José_Manuel_Jurado3668,true
Kaggle_FC_Bayern_Munich3191_Mario_Goetze2964,JokeCampOthers_Bayern530_Mario_Götze510,true
Kaggle_Cagliari3683_Joao_Pedro_Galvao3409,JokeCampOthers_Cagliari1215_João_Pedro1169,true
Kaggle_Aston_Villa1749_Andreas_Weimann1633,JokeCampOthers_Aston_Villa260_Andreas_Weimann250,true
Kaggle_Girondins_de_Bordeaux2583_Thomas_Toure2407,JokeCampOthers_Bordeaux3306_Thomas_Touré3185,true
Kaggle_Sevilla_FC2393_Fernando_Llorente2229,JokeCampOthers_Real_Madrid770_Diego_Llorente741,false
Kaggle_CF_Os_Belenenses3666_Tiago_Silva339,JokeCampOthers_Atletico874_Tiago840,false
Kaggle_FC_Barcelona1333_Luis_Suarez1242,JokeCampOthers_Sevilla969_Denis_Suárez932,false
Kaggle_Club_Brugge_KV770_Jose_Izquierdo717,JokeCampOthers_New_York4301_Ruben_Bover_Izquierdo4143,false
Kaggle_UD_Almería483_Corona451,JokeCampOthers_Twente1556_Jesús_Manuel_Corona1499,false
Kaggle_Bayer_04_Leverkusen3194_Stefan_Kiessling2966,JokeCampOthers_Leverkusen489_Stefan_Kießling470,true
Kaggle_Arsenal81_Tomas_Rosicky75,JokeCampOthers_Arsenal2_Tomas_Rosicky1,true
Kaggle_Arsenal82_Santi_Cazorla76,JokeCampOthers_Arsenal4_Santiago_Cazorla3,true
Kaggle_Arsenal80_Theo_Walcott74,JokeCampOthers_Arsenal10_Theo_Walcott9,true
Kaggle_Arsenal84_Olivier_Giroud78,JokeCampOthers_Arsenal13_Olivier_Giroud12,true
