Kaggle_FC_Schalke_0414,Transfermarkt_FC_Schalke_04_II14032,true
Kaggle_Olympique_Lyonnais2680,Transfermarkt_Olympique_Lyon105733,true
Kaggle_Girondins_de_Bordeaux2572,Transfermarkt_FC_Girondins_Bordeaux59466,true
Kaggle_Real_Madrid_CF2601,Transfermarkt_Real_Madrid40938,true
Kaggle_Heracles_Almelo461,Transfermarkt_Heracles_Almelo77569,true
Kaggle_Grasshopper_Club_Zürich3437,Transfermarkt_Grasshopper_Club120158,true
Kaggle_Tondela3808,Transfermarkt_CD_Tondela12882,true
Transfermarkt_FC_Watford219556,Kaggle_Watford3711,true
Kaggle_FC_Bayern_Munich3184,Transfermarkt_FC_Bayern_München138824,true
Kaggle_SC_Braga1492,Transfermarkt_SC_Braga121198,true
Kaggle_FC_Basel1560,Transfermarkt_FC_Basel_1893120047,true
Transfermarkt_FC_Blackpool116834,Kaggle_Blackpool1583,true
Transfermarkt_Hibernian_FC229460,Kaggle_Hibernian1686,true
Transfermarkt_West_Bromwich_Albion258433,Kaggle_West_Bromwich_Albion1713,true
Transfermarkt_FC_Southampton70091,Kaggle_Southampton1758,true
Transfermarkt_Heart_of_Midlothian_FC51677,Kaggle_Heart_of_Midlothian1768,true
Kaggle_Hannover_961908,Transfermarkt_Hannover_9624293,true
Transfermarkt_FC_Fulham49602.Kaggle_Fulham1940,true
Transfermarkt_Ajax_Amsterdam4888,Kaggle_Ajax1954,true
Transfermarkt_AFC_Sunderland147842.Kaggle_Sunderland1983,true
Kaggle_Ross_County_FC2074,Kaggle_Ross_County_FC2074,true
Transfermarkt_Hellas_Verona91571,Kaggle_Hellas_Verona2146,true
Transfermarkt_FC_Reading78052,Kaggle_Reading2206,true
Kaggle_Queens_Park_Rangers1388,Transfermarkt_Queens_Park_Rangers20619,true
Kaggle_AC_Bellinzona1403,Transfermarkt_AC_Bellinzona123197,true
Transfermarkt_FC_Vaduz205215,Kaggle_FC_Vaduz1438,true
Transfermarkt_NEC_Nijmegen35212,Kaggle_N.E.C.1590,true
Transfermarkt_Birmingham_City113979,Kaggle_Birmingham_City1707,true
Transfermarkt_FC_Bayern_München_II94087,Kaggle_FC_Bayern_Munich3184,false
Kaggle_1._FC_Köln688,Transfermarkt_1.FC_Köln_II116585,false
Transfermarkt_FC_Nantes11004,Kaggle_FC_Schalke_0414,false
Kaggle_Sparta_Rotterdam214,Transfermarkt_Sparta_Rotterdam_U19219761,false
Kaggle_UD_Almería479,Transfermarkt_FK_Sloga_Petrovac_na_Mlavi77538,false
Kaggle_CS_Marítimo1512,Transfermarkt_CS_U_Craiova_II78132,false
Transfermarkt_Aston_Villa_U18172340,Kaggle_Aston_Villa1732,false
Kaggle_Sevilla_FC2389,Transfermarkt_FC_Sevilla_Jugend208153,false
Kaggle_Borussia_Mönchengladbach2419,Transfermarkt_Borussia_Dortmund186602,false
Kaggle_Borussia_Dortmund3490,Transfermarkt_Borussia_Dortmund_II94969,false
Kaggle_SC_Paderborn_073500,Transfermarkt_Suryoye_Paderborn_II255715,false
Transfermarkt_FC_Porto_B54315,Kaggle_FC_Porto43,false
Kaggle_Hull_City1637,Transfermarkt_Bath_City211763,false
Transfermarkt_FC_Hallein_0495612,Kaggle_FC_Schalke_0414,false
Kaggle_KVC_Westerlo93,Transfermarkt_TuS_Westerloy233666,false
Transfermarkt_UJA_Maccabi_Paris_Métropole3507,Kaggle_Paris_Saint-Germain1255,false
Kaggle_FC_Barcelona1323,Transfermarkt_Atlético_Barcelona215441,false
Kaggle_Real_Sporting_de_Gijón1358,Transfermarkt_Sporting_de_Macau232586,false
Kaggle_FC_Vaduz1438,Transfermarkt_FC_Vaduz_II_(U23)140828,false
Kaggle_Lierse_SK1535,Transfermarkt_NK_Koprivnica121239,false
FC Basel,Transfermarkt_FC_Black_Stars_Basel78402,false
Transfermarkt_Blackpool_Mechanics260980,Kaggle_Blackpool1583,false
Rio Ave FC,Transfermarkt_SC_Rio_Tinto263838,false
Transfermarkt_Heart_of_Lions_Kpando37093,Kaggle_Heart_of_Midlothian1768,false
Transfermarkt_FC_United_of_Manchester60064,Kaggle_Manchester_United1807,false
Transfermarkt_Celtic_Glasgow8365,Kaggle_Celtic1872,false
Transfermarkt_Genoa_Under_17222737,Kaggle_Genoa2044,false
Transfermarkt_Associação_Atlética_Anapolina_(GO)175687,Kaggle_Napoli2221,false
Kaggle_Lierse_SK1535,Transfermarkt_Lierse_SK_U19170279,false
Kaggle_Manchester_United1807,Transfermarkt_Manchester_United_U18219238,false
