Kaggle_Arsenal84_Olivier_Giroud78, JokeCampOthers_Arsenal13_Olivier_Giroud12,true
Kaggle_RCD_Espanyol2198_Sergio_Garcia2049,JokeCampOthers_Espanyol1024_Sergio_García984,true
Kaggle_FC_Schalke_0419_Klaas_Jan_Huntelaar17,JokeCampOthers_Schalke566_Klaas-Jan_Huntelaar544,true
Kaggle_FC_Schalke_0423_Eric_Maxim_Choupo-Moting21,JokeCampOthers_Schalke577_Eric_Choupo-Moting555,true
Kaggle_Athletic_Club_de_Bilbao3056_Guillermo2843,JokeCampOthers_Athletic_Club795_Guillermo765,true
Kaggle_Olympique_Lyonnais2684_Mathieu_Valbuena2499,JokeCampOthers_Dinamo_Moscow3842_Mathieu_Valbuena3700,true
Kaggle_Hertha_BSC_Berlin3174_Vedad_Ibisevic2949,JokeCampOthers_Stuttgart595_Vedad_Ibisevic572,true
Kaggle_FC_Schalke_0424_Lewis_Holtby22,JokeCampOthers_Hamburg549_Lewis_Holtby528,true
Kaggle_Hamburger_SV2897_Tolgay_Arslan2698,JokeCampOthers_Hamburg552_Tolgay_Arslan531,true
Kaggle_FC_Augsburg2872_Tobias_Werner2674,JokeCampOthers_Stuttgart616_Timo_Werner593,false
Kaggle_Borussia_Dortmund3496_Pierre-Emerick_Aubameyang3242,JokeCampOthers_Hamburg553_Pierre-Michel_Lasogga532,false
Kaggle_FC_Augsburg2873_Halil_Altintop2675,JokeCampOthers_Galatasaray3018_Hamit_Altintop2907,false
Kaggle_FC_Schalke_0418_Raul16,JokeCampOthers_Augsburg4432_Raul_Bobadilla4269,false
Kaggle_Chievo_Verona2038_Marcelo_Estigarribia1899,JokeCampOthers_Hannover1516_Marcelo1460,false
Kaggle_FC_Barcelona1327_Thierry_Henry1236,JokeCampOthers_New_York4282_Thierry_Henry4124,false
Kaggle_FC_Barcelona1330_Daniel_Alves1239,JokeCampOthers_Valencia807_Diego_Alves776,false
Kaggle_Stade_de_Reims799_Diego744,JokeCampOthers_Chelsea65_Diego_Costa62,false
Kaggle_Stade_de_Reims797_David_Ngog742,JokeCampOthers_Leicester32_David_Nugent30,false
Kaggle_FC_Nantes2366_Johan_Audel2204,JokeCampOthers_Stuttgart606_Daniel_Didavi583,false
Kaggle_Borussia_Mönchengladbach2427_Patrick_Herrmann2261,JokeCampOthers_Hertha_Berlin723_Genki_Haraguchi696,false
