DBPedia_FC_Augsburg_II20988,JokeCampOthers_Augsburg4422,false
DBPedia_FC_Nantes18535,JokeCampOthers_Nantes3089,true
DBPedia_FC_Lyon26607,JokeCampOthers_Lyon2557,true
DBPedia_Eintracht_Frankfurt8703,JokeCampOthers_Eintracht_Frankfurt672,true
DBPedia_Stade_de_Reims11894,JokeCampOthers_Reims4051,true
DBPedia_AS_Monaco_FC35704,JokeCampOthers_Monaco2665,true
DBPedia_FC_Girondins_de_Bordeaux41508,JokeCampOthers_Bordeaux3282,true
DBPedia_SV_Werder_Bremen40452,JokeCampOthers_Werder_Bremen618,true
DBPedia_SV_Werder_Bremen_II25188,JokeCampOthers_Werder_Bremen618,false
DBPedia_VfL_Wolfsburg20574,JokeCampOthers_Wolfsburg461,true
DBPedia_Stade_Malherbe_Caen25965,JokeCampOthers_Caen3314,true
DBPedia_RC_Lens39899,JokeCampOthers_Lens3142,true
DBPedia_FC_Metz6992,JokeCampOthers_Metz3254,true
DBPedia_Lille_OSC21222,JokeCampOthers_Lille3421,true
DBPedia_OGC_Nice865,JokeCampOthers_Nice3447,true
DBPedia_Toulouse_FC19233,JokeCampOthers_Toulouse2636,true
DBPedia_Evian_Thonon_Gaillard_F,JokeCampOthers_Evian4662,true
DBPedia_SC_Paderborn_073957,JokeCampOthers_Paderborn3630,true
DBPedia_1._FSV_Mainz_0539237,JokeCampOthers_Mainz2424,true
DBPedia_1._FSV_Mainz_05_II8047,JokeCampOthers_Mainz2424,false
JokeCampOthers_FC_Cologne2967,DBPedia_1._FC_Köln7562,true
DBPedia_FC_Bayern_Munich27113,JokeCampOthers_Bayern510,true
DBPedia_TSV_1860_Munich22212,JokeCampOthers_Bayern510,false
DBPedia_Real_Sociedad32043,JokeCampOthers_Real_Sociedad975,true
DBPedia_Real_Sociedad_B26585,JokeCampOthers_Real_Sociedad975,false
DBPedia_Real_Sociedad_C17553,JokeCampOthers_Real_Sociedad975,false
DBPedia_FC_Nantes18535,JokeCampOthers_Nantes3089,true
DBPedia_OGC_Nice865,JokeCampOthers_Nantes3089,false
DBPedia_U.C._Sampdoria9203,JokeCampOthers_Sampdoria2854,true
DBPedia_Parma_Calcio_191330110,JokeCampOthers_Parma1257,true
DBPedia_A.S.D.P._Ciliverghe_di_Mazzano30395,JokeCampOthers_Parma1257,false
DBPedia_U.S._Pistoiese_192130402,JokeCampOthers_Parma1257,false
DBPedia_A.C._Savoia_190830446,JokeCampOthers_Parma1257,false
